GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC05_EST_VC17,HC05_MOE_VC17,HC06_EST_VC17,HC06_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC05_EST_VC18,HC05_MOE_VC18,HC06_EST_VC18,HC06_MOE_VC18
Id,Id2,Geography,Total; Estimate; Percent high school graduate or higher,Total; Margin of Error; Percent high school graduate or higher,Percent; Estimate; Percent high school graduate or higher,Percent; Margin of Error; Percent high school graduate or higher,Male; Estimate; Percent high school graduate or higher,Male; Margin of Error; Percent high school graduate or higher,Percent Male; Estimate; Percent high school graduate or higher,Percent Male; Margin of Error; Percent high school graduate or higher,Female; Estimate; Percent high school graduate or higher,Female; Margin of Error; Percent high school graduate or higher,Percent Female; Estimate; Percent high school graduate or higher,Percent Female; Margin of Error; Percent high school graduate or higher,Total; Estimate; Percent bachelor's degree or higher,Total; Margin of Error; Percent bachelor's degree or higher,Percent; Estimate; Percent bachelor's degree or higher,Percent; Margin of Error; Percent bachelor's degree or higher,Male; Estimate; Percent bachelor's degree or higher,Male; Margin of Error; Percent bachelor's degree or higher,Percent Male; Estimate; Percent bachelor's degree or higher,Percent Male; Margin of Error; Percent bachelor's degree or higher,Female; Estimate; Percent bachelor's degree or higher,Female; Margin of Error; Percent bachelor's degree or higher,Percent Female; Estimate; Percent bachelor's degree or higher,Percent Female; Margin of Error; Percent bachelor's degree or higher
1400000US06037570603,06037570603,"Census Tract 5706.03, Los Angeles County, California",(X),(X),86.7,4.5,(X),(X),81.0,9.1,(X),(X),90.5,4.4,(X),(X),15.9,4.5,(X),(X),10.9,5.8,(X),(X),19.3,6.0
1400000US06037570701,06037570701,"Census Tract 5707.01, Los Angeles County, California",(X),(X),92.8,3.1,(X),(X),95.2,3.7,(X),(X),90.9,5.4,(X),(X),29.7,6.5,(X),(X),30.2,8.6,(X),(X),29.3,7.9
1400000US06037570702,06037570702,"Census Tract 5707.02, Los Angeles County, California",(X),(X),91.5,3.1,(X),(X),91.2,5.0,(X),(X),91.7,4.5,(X),(X),27.4,5.0,(X),(X),24.9,6.8,(X),(X),29.6,6.0
1400000US06037570800,06037570800,"Census Tract 5708, Los Angeles County, California",(X),(X),90.5,3.1,(X),(X),86.8,5.1,(X),(X),93.2,3.1,(X),(X),26.5,4.4,(X),(X),29.2,6.8,(X),(X),24.5,5.2
1400000US06037570901,06037570901,"Census Tract 5709.01, Los Angeles County, California",(X),(X),93.6,2.1,(X),(X),95.3,1.8,(X),(X),91.8,3.5,(X),(X),30.4,4.1,(X),(X),28.6,5.9,(X),(X),32.3,5.3
1400000US06037570902,06037570902,"Census Tract 5709.02, Los Angeles County, California",(X),(X),88.7,5.3,(X),(X),93.3,3.7,(X),(X),85.2,8.4,(X),(X),32.7,6.9,(X),(X),34.3,8.3,(X),(X),31.4,9.3
1400000US06037571000,06037571000,"Census Tract 5710, Los Angeles County, California",(X),(X),95.0,2.1,(X),(X),94.5,2.9,(X),(X),95.4,2.1,(X),(X),26.5,4.0,(X),(X),25.2,5.0,(X),(X),27.6,6.0
1400000US06037571101,06037571101,"Census Tract 5711.01, Los Angeles County, California",(X),(X),91.6,3.7,(X),(X),93.1,4.0,(X),(X),90.3,4.2,(X),(X),27.1,4.9,(X),(X),28.1,6.1,(X),(X),26.2,6.5
1400000US06037571102,06037571102,"Census Tract 5711.02, Los Angeles County, California",(X),(X),93.2,2.9,(X),(X),92.0,4.9,(X),(X),94.3,3.2,(X),(X),34.2,6.5,(X),(X),28.7,8.7,(X),(X),39.3,7.5
1400000US06037571200,06037571200,"Census Tract 5712, Los Angeles County, California",(X),(X),97.1,2.6,(X),(X),97.5,2.4,(X),(X),96.8,4.7,(X),(X),39.0,6.6,(X),(X),37.3,8.5,(X),(X),40.8,6.4
1400000US06037571300,06037571300,"Census Tract 5713, Los Angeles County, California",(X),(X),95.3,2.3,(X),(X),95.8,2.6,(X),(X),94.9,3.4,(X),(X),37.4,5.9,(X),(X),41.5,8.8,(X),(X),34.0,6.9
1400000US06037571400,06037571400,"Census Tract 5714, Los Angeles County, California",(X),(X),90.0,3.2,(X),(X),90.1,5.0,(X),(X),89.9,4.3,(X),(X),27.9,5.1,(X),(X),19.5,6.2,(X),(X),36.1,6.3
1400000US06037571502,06037571502,"Census Tract 5715.02, Los Angeles County, California",(X),(X),85.8,4.7,(X),(X),87.9,6.2,(X),(X),83.9,5.0,(X),(X),31.6,5.5,(X),(X),26.9,7.6,(X),(X),35.9,8.0
1400000US06037571503,06037571503,"Census Tract 5715.03, Los Angeles County, California",(X),(X),86.5,5.6,(X),(X),84.5,6.3,(X),(X),88.5,6.3,(X),(X),28.2,6.6,(X),(X),19.1,5.9,(X),(X),37.4,9.4
1400000US06037571504,06037571504,"Census Tract 5715.04, Los Angeles County, California",(X),(X),87.6,3.1,(X),(X),86.7,5.3,(X),(X),88.5,4.1,(X),(X),27.6,5.2,(X),(X),25.1,6.8,(X),(X),29.9,6.5
1400000US06037571600,06037571600,"Census Tract 5716, Los Angeles County, California",(X),(X),74.2,5.9,(X),(X),73.9,12.5,(X),(X),74.3,6.4,(X),(X),5.7,3.9,(X),(X),5.6,9.4,(X),(X),5.8,4.2
1400000US06037571701,06037571701,"Census Tract 5717.01, Los Angeles County, California",(X),(X),77.0,5.8,(X),(X),74.1,8.3,(X),(X),79.4,6.5,(X),(X),13.7,4.2,(X),(X),11.3,6.0,(X),(X),15.8,5.2
1400000US06037571703,06037571703,"Census Tract 5717.03, Los Angeles County, California",(X),(X),73.3,6.6,(X),(X),64.6,10.9,(X),(X),81.0,6.6,(X),(X),14.3,5.6,(X),(X),9.5,4.6,(X),(X),18.5,8.8
1400000US06037571704,06037571704,"Census Tract 5717.04, Los Angeles County, California",(X),(X),68.6,7.7,(X),(X),73.3,9.1,(X),(X),63.7,8.9,(X),(X),8.6,4.3,(X),(X),4.8,3.9,(X),(X),12.5,5.8
1400000US06037571800,06037571800,"Census Tract 5718, Los Angeles County, California",(X),(X),95.0,3.5,(X),(X),94.4,5.5,(X),(X),95.5,4.4,(X),(X),57.0,6.0,(X),(X),61.4,7.1,(X),(X),52.9,8.3
1400000US06037571900,06037571900,"Census Tract 5719, Los Angeles County, California",(X),(X),96.2,2.7,(X),(X),96.1,3.7,(X),(X),96.4,3.1,(X),(X),44.3,6.5,(X),(X),40.7,8.0,(X),(X),47.9,9.3
1400000US06037572001,06037572001,"Census Tract 5720.01, Los Angeles County, California",(X),(X),95.0,2.5,(X),(X),96.9,2.6,(X),(X),93.2,4.1,(X),(X),47.1,5.6,(X),(X),44.2,8.0,(X),(X),49.8,7.6
1400000US06037572002,06037572002,"Census Tract 5720.02, Los Angeles County, California",(X),(X),91.7,3.2,(X),(X),93.7,2.6,(X),(X),90.0,4.8,(X),(X),28.9,4.9,(X),(X),31.2,7.1,(X),(X),27.0,5.3
1400000US06037572100,06037572100,"Census Tract 5721, Los Angeles County, California",(X),(X),84.5,5.6,(X),(X),84.8,9.4,(X),(X),84.1,8.5,(X),(X),32.2,6.4,(X),(X),32.7,8.0,(X),(X),31.8,10.1
1400000US06037572201,06037572201,"Census Tract 5722.01, Los Angeles County, California",(X),(X),85.5,5.6,(X),(X),90.3,5.0,(X),(X),82.0,7.5,(X),(X),34.1,6.1,(X),(X),30.6,7.5,(X),(X),36.6,9.3
1400000US06037572202,06037572202,"Census Tract 5722.02, Los Angeles County, California",(X),(X),87.0,4.3,(X),(X),85.9,5.9,(X),(X),88.0,5.0,(X),(X),32.6,5.6,(X),(X),27.5,7.7,(X),(X),37.7,6.7
1400000US06037572301,06037572301,"Census Tract 5723.01, Los Angeles County, California",(X),(X),68.6,4.9,(X),(X),68.4,6.4,(X),(X),68.9,5.7,(X),(X),13.3,4.9,(X),(X),12.5,5.9,(X),(X),14.2,5.9
1400000US06037572302,06037572302,"Census Tract 5723.02, Los Angeles County, California",(X),(X),74.6,6.3,(X),(X),69.3,7.7,(X),(X),79.2,7.6,(X),(X),17.8,4.0,(X),(X),15.6,5.5,(X),(X),19.6,5.5
1400000US06037572400,06037572400,"Census Tract 5724, Los Angeles County, California",(X),(X),82.8,10.1,(X),(X),82.4,12.9,(X),(X),83.3,8.6,(X),(X),12.0,5.9,(X),(X),16.4,9.3,(X),(X),7.0,4.9
1400000US06037572500,06037572500,"Census Tract 5725, Los Angeles County, California",(X),(X),71.2,6.3,(X),(X),82.8,7.6,(X),(X),64.9,8.1,(X),(X),10.5,4.6,(X),(X),14.9,9.2,(X),(X),8.2,4.9
1400000US06037572600,06037572600,"Census Tract 5726, Los Angeles County, California",(X),(X),81.7,6.1,(X),(X),83.7,6.2,(X),(X),79.7,9.0,(X),(X),23.1,5.1,(X),(X),23.3,6.4,(X),(X),23.0,7.1
1400000US06037572700,06037572700,"Census Tract 5727, Los Angeles County, California",(X),(X),80.1,3.5,(X),(X),82.1,5.1,(X),(X),78.1,6.1,(X),(X),20.4,4.7,(X),(X),14.5,5.7,(X),(X),25.9,6.7
1400000US06037572800,06037572800,"Census Tract 5728, Los Angeles County, California",(X),(X),77.4,16.2,(X),(X),73.9,23.4,(X),(X),83.0,15.9,(X),(X),2.3,2.1,(X),(X),3.6,3.4,(X),(X),0.0,16.0
1400000US06037572900,06037572900,"Census Tract 5729, Los Angeles County, California",(X),(X),61.6,5.6,(X),(X),60.0,7.2,(X),(X),63.2,6.9,(X),(X),10.5,3.6,(X),(X),11.6,4.8,(X),(X),9.5,3.6
1400000US06037573002,06037573002,"Census Tract 5730.02, Los Angeles County, California",(X),(X),58.7,7.6,(X),(X),57.5,8.9,(X),(X),59.9,9.5,(X),(X),5.8,4.1,(X),(X),3.1,3.3,(X),(X),8.7,6.0
1400000US06037573003,06037573003,"Census Tract 5730.03, Los Angeles County, California",(X),(X),75.2,5.8,(X),(X),70.4,8.3,(X),(X),80.1,6.0,(X),(X),18.7,4.8,(X),(X),17.4,6.2,(X),(X),19.9,6.6
1400000US06037573004,06037573004,"Census Tract 5730.04, Los Angeles County, California",(X),(X),65.1,6.5,(X),(X),68.2,8.5,(X),(X),62.9,8.1,(X),(X),12.1,3.7,(X),(X),14.7,6.4,(X),(X),10.2,3.8
1400000US06037573100,06037573100,"Census Tract 5731, Los Angeles County, California",(X),(X),70.8,6.2,(X),(X),71.8,6.3,(X),(X),69.8,8.7,(X),(X),18.3,4.5,(X),(X),17.9,5.6,(X),(X),18.8,6.9
1400000US06037573201,06037573201,"Census Tract 5732.01, Los Angeles County, California",(X),(X),58.0,7.1,(X),(X),60.4,8.0,(X),(X),55.8,8.7,(X),(X),13.3,4.4,(X),(X),11.2,4.4,(X),(X),15.2,6.1
1400000US06037573202,06037573202,"Census Tract 5732.02, Los Angeles County, California",(X),(X),55.0,6.7,(X),(X),58.4,7.7,(X),(X),51.7,9.1,(X),(X),8.8,3.1,(X),(X),8.5,3.4,(X),(X),9.1,4.3
1400000US06037573300,06037573300,"Census Tract 5733, Los Angeles County, California",(X),(X),50.6,7.8,(X),(X),50.8,10.5,(X),(X),50.5,9.5,(X),(X),6.8,3.5,(X),(X),5.8,4.7,(X),(X),7.5,4.2
1400000US06037573401,06037573401,"Census Tract 5734.01, Los Angeles County, California",(X),(X),76.7,6.5,(X),(X),70.8,11.8,(X),(X),81.5,6.6,(X),(X),26.9,7.3,(X),(X),22.4,8.1,(X),(X),30.5,10.4
1400000US06037573402,06037573402,"Census Tract 5734.02, Los Angeles County, California",(X),(X),84.0,6.4,(X),(X),82.9,6.6,(X),(X),85.0,8.2,(X),(X),31.3,6.8,(X),(X),37.1,9.8,(X),(X),26.0,7.6
1400000US06037573403,06037573403,"Census Tract 5734.03, Los Angeles County, California",(X),(X),93.8,3.3,(X),(X),97.7,2.6,(X),(X),89.5,6.0,(X),(X),58.9,8.7,(X),(X),62.7,9.6,(X),(X),54.9,11.4
1400000US06037573601,06037573601,"Census Tract 5736.01, Los Angeles County, California",(X),(X),96.3,2.3,(X),(X),95.8,3.2,(X),(X),96.8,3.4,(X),(X),39.2,7.8,(X),(X),36.5,9.4,(X),(X),41.8,8.2
1400000US06037573700,06037573700,"Census Tract 5737, Los Angeles County, California",(X),(X),94.2,2.8,(X),(X),91.5,5.0,(X),(X),96.6,1.9,(X),(X),44.0,6.2,(X),(X),42.8,6.4,(X),(X),45.1,7.2
1400000US06037573800,06037573800,"Census Tract 5738, Los Angeles County, California",(X),(X),95.2,1.9,(X),(X),96.6,2.5,(X),(X),94.0,3.0,(X),(X),34.2,5.6,(X),(X),30.6,7.3,(X),(X),37.4,5.9
1400000US06037573902,06037573902,"Census Tract 5739.02, Los Angeles County, California",(X),(X),98.7,1.1,(X),(X),98.1,2.0,(X),(X),99.2,1.1,(X),(X),61.7,6.0,(X),(X),65.2,7.1,(X),(X),58.7,8.8
1400000US06037574000,06037574000,"Census Tract 5740, Los Angeles County, California",(X),(X),94.7,2.4,(X),(X),97.2,1.7,(X),(X),92.4,3.8,(X),(X),45.1,5.4,(X),(X),40.8,6.2,(X),(X),49.1,7.4
1400000US06037574100,06037574100,"Census Tract 5741, Los Angeles County, California",(X),(X),93.0,2.7,(X),(X),97.9,1.5,(X),(X),89.0,4.6,(X),(X),41.4,4.9,(X),(X),42.8,6.6,(X),(X),40.2,5.5
1400000US06037574201,06037574201,"Census Tract 5742.01, Los Angeles County, California",(X),(X),91.8,3.6,(X),(X),95.1,2.8,(X),(X),88.8,5.2,(X),(X),37.8,7.1,(X),(X),37.9,9.3,(X),(X),37.8,8.8
1400000US06037574202,06037574202,"Census Tract 5742.02, Los Angeles County, California",(X),(X),85.0,4.5,(X),(X),82.0,7.2,(X),(X),88.0,4.9,(X),(X),29.8,7.5,(X),(X),31.8,9.6,(X),(X),27.8,10.8
1400000US06037574300,06037574300,"Census Tract 5743, Los Angeles County, California",(X),(X),95.4,2.9,(X),(X),95.5,4.7,(X),(X),95.3,3.5,(X),(X),42.1,5.9,(X),(X),39.8,6.7,(X),(X),44.2,8.3
1400000US06037574400,06037574400,"Census Tract 5744, Los Angeles County, California",(X),(X),95.1,2.3,(X),(X),97.4,2.5,(X),(X),93.1,3.4,(X),(X),49.0,5.0,(X),(X),48.8,6.8,(X),(X),49.2,5.8
1400000US06037574500,06037574500,"Census Tract 5745, Los Angeles County, California",(X),(X),96.8,2.2,(X),(X),97.0,2.7,(X),(X),96.6,3.1,(X),(X),49.2,6.2,(X),(X),50.5,7.9,(X),(X),47.8,8.1
1400000US06037574601,06037574601,"Census Tract 5746.01, Los Angeles County, California",(X),(X),100.0,38.2,(X),(X),100.0,41.1,(X),(X),100.0,100.0,(X),(X),36.9,26.2,(X),(X),42.9,30.2,(X),(X),0.0,100.0
1400000US06037574602,06037574602,"Census Tract 5746.02, Los Angeles County, California",(X),(X),90.9,3.1,(X),(X),91.3,4.3,(X),(X),90.6,4.9,(X),(X),58.2,7.5,(X),(X),64.2,9.9,(X),(X),53.1,8.5
1400000US06037574700,06037574700,"Census Tract 5747, Los Angeles County, California",(X),(X),90.2,19.0,(X),(X),89.3,20.4,(X),(X),100.0,92.8,(X),(X),21.1,14.9,(X),(X),17.0,18.2,(X),(X),63.6,63.6
1400000US06037574800,06037574800,"Census Tract 5748, Los Angeles County, California",(X),(X),94.9,4.5,(X),(X),96.1,4.7,(X),(X),93.7,5.6,(X),(X),59.4,7.4,(X),(X),57.5,8.6,(X),(X),61.1,9.2
1400000US06037574901,06037574901,"Census Tract 5749.01, Los Angeles County, California",(X),(X),98.0,1.5,(X),(X),96.8,2.7,(X),(X),99.1,1.1,(X),(X),56.4,5.3,(X),(X),51.2,8.0,(X),(X),61.1,5.6
1400000US06037574902,06037574902,"Census Tract 5749.02, Los Angeles County, California",(X),(X),93.0,3.8,(X),(X),95.8,3.6,(X),(X),90.3,6.1,(X),(X),49.6,10.2,(X),(X),50.7,12.9,(X),(X),48.6,11.0
1400000US06037575001,06037575001,"Census Tract 5750.01, Los Angeles County, California",(X),(X),93.8,3.2,(X),(X),95.2,3.7,(X),(X),92.4,5.4,(X),(X),48.7,6.4,(X),(X),42.1,8.9,(X),(X),55.2,9.3
1400000US06037575002,06037575002,"Census Tract 5750.02, Los Angeles County, California",(X),(X),88.6,3.2,(X),(X),90.9,3.3,(X),(X),86.5,5.2,(X),(X),40.0,5.1,(X),(X),35.7,7.1,(X),(X),43.9,7.1
1400000US06037575101,06037575101,"Census Tract 5751.01, Los Angeles County, California",(X),(X),63.8,7.2,(X),(X),68.8,9.5,(X),(X),59.9,7.8,(X),(X),19.1,4.8,(X),(X),21.6,7.6,(X),(X),17.2,5.2
1400000US06037575102,06037575102,"Census Tract 5751.02, Los Angeles County, California",(X),(X),53.9,6.6,(X),(X),47.2,8.3,(X),(X),58.8,7.0,(X),(X),8.2,4.3,(X),(X),11.2,6.5,(X),(X),6.0,3.9
1400000US06037575103,06037575103,"Census Tract 5751.03, Los Angeles County, California",(X),(X),80.2,5.7,(X),(X),79.9,6.8,(X),(X),80.6,6.6,(X),(X),24.3,4.5,(X),(X),23.3,5.8,(X),(X),25.4,6.8
1400000US06037575201,06037575201,"Census Tract 5752.01, Los Angeles County, California",(X),(X),62.4,6.4,(X),(X),64.0,7.7,(X),(X),61.1,7.3,(X),(X),12.2,3.7,(X),(X),9.3,5.6,(X),(X),14.7,5.3
1400000US06037575202,06037575202,"Census Tract 5752.02, Los Angeles County, California",(X),(X),51.2,6.4,(X),(X),55.9,9.6,(X),(X),47.4,8.0,(X),(X),12.6,4.2,(X),(X),13.1,5.7,(X),(X),12.3,5.0
1400000US06037575300,06037575300,"Census Tract 5753, Los Angeles County, California",(X),(X),53.6,6.4,(X),(X),50.8,8.5,(X),(X),55.8,7.0,(X),(X),9.2,4.3,(X),(X),7.1,5.2,(X),(X),10.9,6.1
1400000US06037575401,06037575401,"Census Tract 5754.01, Los Angeles County, California",(X),(X),50.2,8.0,(X),(X),56.1,9.0,(X),(X),44.4,8.5,(X),(X),6.3,4.0,(X),(X),8.0,5.9,(X),(X),4.5,3.6
1400000US06037575402,06037575402,"Census Tract 5754.02, Los Angeles County, California",(X),(X),39.5,5.2,(X),(X),37.4,7.5,(X),(X),41.8,6.8,(X),(X),7.2,2.6,(X),(X),4.1,2.5,(X),(X),10.4,4.6
1400000US06037575500,06037575500,"Census Tract 5755, Los Angeles County, California",(X),(X),62.5,41.3,(X),(X),0.0,100.0,(X),(X),71.4,49.2,(X),(X),0.0,54.4,(X),(X),0.0,100.0,(X),(X),0.0,58.2
1400000US06037575801,06037575801,"Census Tract 5758.01, Los Angeles County, California",(X),(X),50.1,7.9,(X),(X),48.1,10.7,(X),(X),51.6,9.3,(X),(X),8.4,4.8,(X),(X),10.4,8.7,(X),(X),7.0,4.9
1400000US06037575802,06037575802,"Census Tract 5758.02, Los Angeles County, California",(X),(X),53.8,6.5,(X),(X),53.8,8.0,(X),(X),53.7,8.5,(X),(X),15.0,4.7,(X),(X),14.5,5.0,(X),(X),15.4,6.0
1400000US06037575803,06037575803,"Census Tract 5758.03, Los Angeles County, California",(X),(X),57.6,9.3,(X),(X),49.1,11.7,(X),(X),68.1,9.7,(X),(X),14.6,5.4,(X),(X),12.1,7.2,(X),(X),17.6,6.0
1400000US06037575901,06037575901,"Census Tract 5759.01, Los Angeles County, California",(X),(X),74.2,6.5,(X),(X),79.4,7.1,(X),(X),70.0,8.3,(X),(X),28.1,5.6,(X),(X),32.1,8.2,(X),(X),25.0,8.0
1400000US06037575902,06037575902,"Census Tract 5759.02, Los Angeles County, California",(X),(X),87.4,6.1,(X),(X),89.0,7.4,(X),(X),85.4,7.4,(X),(X),36.2,7.0,(X),(X),33.8,9.2,(X),(X),39.5,10.9
1400000US06037576001,06037576001,"Census Tract 5760.01, Los Angeles County, California",(X),(X),94.8,3.5,(X),(X),94.3,3.9,(X),(X),95.4,3.9,(X),(X),59.4,7.5,(X),(X),54.9,9.4,(X),(X),64.5,9.0
1400000US06037576200,06037576200,"Census Tract 5762, Los Angeles County, California",(X),(X),80.1,5.8,(X),(X),84.5,5.2,(X),(X),75.0,8.5,(X),(X),30.2,6.0,(X),(X),31.5,8.0,(X),(X),28.6,7.4
1400000US06037576301,06037576301,"Census Tract 5763.01, Los Angeles County, California",(X),(X),74.1,6.6,(X),(X),77.6,7.7,(X),(X),70.4,7.9,(X),(X),23.5,4.5,(X),(X),25.9,6.0,(X),(X),21.1,5.6
1400000US06037576302,06037576302,"Census Tract 5763.02, Los Angeles County, California",(X),(X),58.6,8.5,(X),(X),60.2,12.2,(X),(X),57.0,9.2,(X),(X),10.2,4.3,(X),(X),6.8,4.8,(X),(X),13.7,7.9
1400000US06037576401,06037576401,"Census Tract 5764.01, Los Angeles County, California",(X),(X),51.3,8.1,(X),(X),53.5,11.6,(X),(X),48.3,10.4,(X),(X),4.1,2.8,(X),(X),6.6,4.9,(X),(X),0.8,1.2
1400000US06037576402,06037576402,"Census Tract 5764.02, Los Angeles County, California",(X),(X),48.8,6.1,(X),(X),44.6,8.5,(X),(X),52.9,8.4,(X),(X),5.5,3.0,(X),(X),6.4,4.0,(X),(X),4.6,2.7
1400000US06037576403,06037576403,"Census Tract 5764.03, Los Angeles County, California",(X),(X),61.2,7.3,(X),(X),66.2,7.7,(X),(X),57.2,8.8,(X),(X),11.5,4.2,(X),(X),11.7,5.5,(X),(X),11.3,5.0
1400000US06037576501,06037576501,"Census Tract 5765.01, Los Angeles County, California",(X),(X),76.5,10.6,(X),(X),79.5,10.3,(X),(X),74.0,12.3,(X),(X),27.2,7.3,(X),(X),28.3,8.8,(X),(X),26.3,9.2
1400000US06037576502,06037576502,"Census Tract 5765.02, Los Angeles County, California",(X),(X),86.4,5.3,(X),(X),90.0,5.0,(X),(X),82.0,8.0,(X),(X),26.9,5.7,(X),(X),25.0,7.1,(X),(X),29.2,8.9
1400000US06037576503,06037576503,"Census Tract 5765.03, Los Angeles County, California",(X),(X),82.1,5.2,(X),(X),82.6,7.9,(X),(X),81.7,6.3,(X),(X),27.8,4.7,(X),(X),23.9,6.3,(X),(X),32.0,6.5
1400000US06037576601,06037576601,"Census Tract 5766.01, Los Angeles County, California",(X),(X),92.8,4.9,(X),(X),96.0,4.4,(X),(X),89.4,6.9,(X),(X),42.2,9.1,(X),(X),38.2,10.1,(X),(X),46.6,10.6
1400000US06037576602,06037576602,"Census Tract 5766.02, Los Angeles County, California",(X),(X),97.8,1.6,(X),(X),97.7,2.0,(X),(X),98.1,2.0,(X),(X),52.2,7.7,(X),(X),50.3,9.0,(X),(X),54.5,10.2
1400000US06037576700,06037576700,"Census Tract 5767, Los Angeles County, California",(X),(X),91.0,4.4,(X),(X),95.3,3.2,(X),(X),87.6,7.7,(X),(X),44.0,8.0,(X),(X),47.6,10.4,(X),(X),41.3,9.7
1400000US06037576801,06037576801,"Census Tract 5768.01, Los Angeles County, California",(X),(X),85.5,6.3,(X),(X),84.8,8.2,(X),(X),86.2,7.0,(X),(X),37.1,5.2,(X),(X),29.7,8.4,(X),(X),43.7,7.7
1400000US06037576802,06037576802,"Census Tract 5768.02, Los Angeles County, California",(X),(X),90.8,4.2,(X),(X),90.8,4.9,(X),(X),90.8,5.5,(X),(X),45.3,6.2,(X),(X),43.9,8.2,(X),(X),46.7,7.9
1400000US06037576901,06037576901,"Census Tract 5769.01, Los Angeles County, California",(X),(X),60.9,6.2,(X),(X),63.2,7.3,(X),(X),58.8,7.7,(X),(X),14.4,4.0,(X),(X),17.6,5.5,(X),(X),11.6,4.6
1400000US06037576903,06037576903,"Census Tract 5769.03, Los Angeles County, California",(X),(X),65.4,8.7,(X),(X),65.8,9.4,(X),(X),64.9,10.2,(X),(X),14.6,4.9,(X),(X),15.1,6.2,(X),(X),14.0,6.5
1400000US06037576904,06037576904,"Census Tract 5769.04, Los Angeles County, California",(X),(X),79.6,6.3,(X),(X),80.9,8.5,(X),(X),78.4,6.2,(X),(X),27.2,6.2,(X),(X),25.8,10.0,(X),(X),28.6,6.8
1400000US06037577000,06037577000,"Census Tract 5770, Los Angeles County, California",(X),(X),91.4,3.3,(X),(X),94.5,3.1,(X),(X),89.1,5.1,(X),(X),43.8,6.4,(X),(X),44.3,9.0,(X),(X),43.5,8.5
1400000US06037577100,06037577100,"Census Tract 5771, Los Angeles County, California",(X),(X),95.6,2.6,(X),(X),95.4,3.9,(X),(X),95.8,2.9,(X),(X),53.3,5.8,(X),(X),49.6,7.7,(X),(X),56.4,7.5
1400000US06037577200,06037577200,"Census Tract 5772, Los Angeles County, California",(X),(X),92.2,2.7,(X),(X),89.6,5.2,(X),(X),95.0,3.4,(X),(X),57.0,6.5,(X),(X),56.3,8.7,(X),(X),57.9,8.0
1400000US06037577300,06037577300,"Census Tract 5773, Los Angeles County, California",(X),(X),96.4,2.4,(X),(X),97.0,2.6,(X),(X),95.8,3.1,(X),(X),60.8,6.4,(X),(X),58.2,8.4,(X),(X),63.4,8.6
1400000US06037577400,06037577400,"Census Tract 5774, Los Angeles County, California",(X),(X),93.4,4.1,(X),(X),93.1,5.5,(X),(X),93.7,5.2,(X),(X),60.6,6.3,(X),(X),58.9,7.3,(X),(X),62.3,10.2
1400000US06037577501,06037577501,"Census Tract 5775.01, Los Angeles County, California",(X),(X),97.2,2.2,(X),(X),99.7,0.5,(X),(X),95.0,4.2,(X),(X),62.0,5.4,(X),(X),66.9,8.5,(X),(X),57.5,8.4
1400000US06037577504,06037577504,"Census Tract 5775.04, Los Angeles County, California",(X),(X),98.3,1.4,(X),(X),100.0,5.3,(X),(X),96.3,3.1,(X),(X),56.1,6.5,(X),(X),57.1,8.7,(X),(X),54.8,8.1
1400000US06037577602,06037577602,"Census Tract 5776.02, Los Angeles County, California",(X),(X),97.2,1.8,(X),(X),95.3,3.3,(X),(X),98.9,1.2,(X),(X),61.3,5.9,(X),(X),56.5,8.8,(X),(X),65.5,6.6
1400000US06037577603,06037577603,"Census Tract 5776.03, Los Angeles County, California",(X),(X),95.6,3.1,(X),(X),96.1,3.4,(X),(X),95.0,5.1,(X),(X),62.7,4.9,(X),(X),64.3,7.9,(X),(X),60.9,6.9
1400000US06037577604,06037577604,"Census Tract 5776.04, Los Angeles County, California",(X),(X),97.0,1.8,(X),(X),93.8,4.0,(X),(X),99.4,1.0,(X),(X),55.6,7.5,(X),(X),61.3,9.8,(X),(X),51.2,9.7
1400000US06037599000,06037599000,"Census Tract 5990, Los Angeles County, California",(X),(X),84.5,7.3,(X),(X),85.2,9.5,(X),(X),83.9,7.9,(X),(X),19.2,6.5,(X),(X),15.8,8.8,(X),(X),22.2,8.7
1400000US06037599100,06037599100,"Census Tract 5991, Los Angeles County, California",(X),(X),91.7,10.0,(X),(X),87.4,16.5,(X),(X),100.0,32.4,(X),(X),20.6,20.1,(X),(X),12.6,17.0,(X),(X),36.5,30.0
1400000US06037600100,06037600100,"Census Tract 6001, Los Angeles County, California",(X),(X),65.5,5.6,(X),(X),61.9,8.2,(X),(X),68.9,6.4,(X),(X),5.8,2.1,(X),(X),3.4,2.8,(X),(X),8.1,3.3
1400000US06037600201,06037600201,"Census Tract 6002.01, Los Angeles County, California",(X),(X),58.9,7.3,(X),(X),58.4,9.6,(X),(X),59.4,10.1,(X),(X),6.6,4.3,(X),(X),6.6,7.2,(X),(X),6.7,4.6
1400000US06037600202,06037600202,"Census Tract 6002.02, Los Angeles County, California",(X),(X),64.2,6.3,(X),(X),62.5,7.3,(X),(X),65.5,7.7,(X),(X),5.0,1.9,(X),(X),2.1,1.4,(X),(X),7.3,3.3
